2026-09-10 08:16:16 | NOT_FOUND  | TMDB_NO_MA | Spider-Man: Far From Home                | Spider-Man: Far From Home                | P:-   B:-   L:-   M:-  
2026-09-10 08:27:08 | NOT_FOUND  | ELCIN_NO_M | Wszystkie stworzenia duże i małe 1 (odc. | Wszystkie stworzenia duże i małe         | P:-   B:-   L:-   M:-  
2026-09-10 08:27:29 | NOT_FOUND  | TMDB_NO_MA | Wszystko, co chcielibyście wiedzieć 2 (o | Wszystko, co chcielibyście wiedzieć      | P:-   B:-   L:-   M:-  
2026-09-10 08:27:32 | NOT_FOUND  | TMDB_NO_MA | Oszukane 1 (odc. 5)                      | Oszukane                                 | P:-   B:-   L:-   M:-  
2026-09-10 08:27:33 | NOT_FOUND  | TMDB_NO_MA | Wojny kontenerowe 1 (odc. 15)            | Wojny kontenerowe                        | P:-   B:-   L:-   M:-  
2026-09-10 08:27:46 | NOT_FOUND  | TMDB_NO_MA | Dorwać tuńczyka: odc.5                   | Dorwać tuńczyka                          | P:-   B:-   L:-   M:-  
2026-09-10 08:27:50 | NOT_FOUND  | TMDB_NO_MA | Zaklinaczka duchów 5: odc.88             | Zaklinaczka duchów                       | P:-   B:-   L:-   M:-  
2026-09-10 08:27:57 | NOT_FOUND  | TMDB_NO_MA | Na sygnale: Ustawka                      | Na sygnale: Ustawka                      | P:-   B:-   L:-   M:-  
2026-09-10 08:27:57 | NOT_FOUND  | TMDB_NO_MA | Na sygnale: Detoks                       | Na sygnale: Detoks                       | P:-   B:-   L:-   M:-  
2026-09-10 08:28:02 | NOT_FOUND  | TMDB_NO_MA | Pełnia wiary                             | Pełnia wiary                             | P:-   B:-   L:-   M:-  
2026-09-10 08:28:05 | NOT_FOUND  | TMDB_NO_MA | Pytanie na śniadanie - pobudka           | Pytanie na śniadanie - pobudka           | P:-   B:-   L:-   M:-  
2026-09-10 08:28:07 | NOT_FOUND  | TMDB_NO_MA | Polska o poranku                         | Polska o poranku                         | P:-   B:-   L:-   M:-  
2026-09-10 08:28:07 | NOT_FOUND  | TMDB_NO_MA | Gość poranka                             | Gość poranka                             | P:-   B:-   L:-   M:-  
2026-09-10 08:28:10 | NOT_FOUND  | TMDB_NO_MA | Kuchenne rewolucje: Barlinek - Limba: od | Kuchenne rewolucje: Barlinek - Limba     | P:-   B:-   L:-   M:-  
2026-09-10 08:28:10 | NOT_FOUND  | TMDB_NO_MA | Kuchenne rewolucje: Płońsk, Trops: odc.7 | Kuchenne rewolucje: Płońsk, Trops        | P:-   B:-   L:-   M:-  
2026-09-10 08:28:14 | NOT_FOUND  | TMDB_NO_MA | Detektywi: Odnaleziona córka             | Detektywi: Odnaleziona córka             | P:-   B:-   L:-   M:-  
2026-09-10 08:28:19 | NOT_FOUND  | TMDB_NO_MA | Mniej znaczy więcej. Better for Less: od | Mniej znaczy więcej. Better for Less     | P:-   B:-   L:-   M:-  
2026-09-10 08:28:22 | NOT_FOUND  | TMDB_NO_MA | Graty Dereka Bieriego 2: odc.8           | Graty Dereka Bieriego                    | P:-   B:-   L:-   M:-  
2026-09-10 08:28:22 | NOT_FOUND  | TMDB_NO_MA | Fani czterech kółek 18 (odc. 5)          | Fani czterech kółek                      | P:-   B:-   L:-   M:-  
2026-09-10 08:28:29 | NOT_FOUND  | TMDB_NO_MA | Le 8-9                                   | Le 8-9                                   | P:-   B:-   L:-   M:-  
2026-09-10 08:28:37 | NOT_FOUND  | ELCIN_NO_M | Gry małżeńskie 14 (odc. 6)               | Gry małżeńskie                           | P:-   B:-   L:-   M:-  
2026-09-10 08:28:42 | NOT_FOUND  | TMDB_NO_MA | Quoi ? Quand ? Où ?                      | Quoi? Quand? Où?                         | P:-   B:-   L:-   M:-  
2026-09-10 08:28:42 | NOT_FOUND  | TMDB_NO_MA | Le Clan Delon - L'impossible héritage    | Le Clan Delon - L'impossible héritage    | P:-   B:-   L:-   M:-  
2026-09-10 08:28:53 | NOT_FOUND  | TMDB_NO_MA | Dans les coulisses de "Vigilante"        | Dans les coulisses de "Vigilante"        | P:-   B:-   L:-   M:-  
2026-09-10 08:28:53 | NOT_FOUND  | TMDB_NO_MA | Coûte que coûte, c'est notre argent      | Coûte que coûte, c'est notre argent      | P:-   B:-   L:-   M:-  
2026-09-10 08:28:57 | NOT_FOUND  | TMDB_NO_MA | Dans votre canap' VIP                    | Dans votre canap' VIP                    | P:-   B:-   L:-   M:-  
2026-09-10 08:29:01 | NOT_FOUND  | TMDB_NO_MA | Dr. House - Medical division             | Dr. House - Medical division             | P:-   B:-   L:-   M:-  
2026-09-10 08:29:08 | NOT_FOUND  | TMDB_NO_MA | Segreti di famiglia                      | Segreti di famiglia                      | P:-   B:-   L:-   M:-  
2026-09-10 08:29:08 | NOT_FOUND  | TMDB_NO_MA | Ore 11                                   | Ore 11                                   | P:-   B:-   L:-   M:-  
2026-09-10 08:29:10 | NOT_FOUND  | TMDB_NO_MA | Traffico                                 | Traffico                                 | P:-   B:-   L:-   M:-  
2026-09-10 08:29:10 | NOT_FOUND  | ELCIN_NO_M | Jedzenie ma znaczenie: odc.26            | Jedzenie ma znaczenie                    | P:-   B:-   L:-   M:-  
2026-09-10 08:29:55 | NOT_FOUND  | TMDB_NO_MA | Baywatch - Il mostro                     | Baywatch - Il mostro                     | P:-   B:-   L:-   M:-  
2026-09-10 08:29:56 | NOT_FOUND  | TMDB_NO_MA | Fiamme fatali                            | Fiamme fatali                            | P:-   B:-   L:-   M:-  
2026-09-10 08:29:56 | NOT_FOUND  | TMDB_NO_MA | Squadra Speciale Colonia - Indifeso      | Squadra Speciale Colonia - Indifeso      | P:-   B:-   L:-   M:-  
2026-09-10 08:29:56 | NOT_FOUND  | TMDB_NO_MA | La morte corre in rete                   | La morte corre in rete                   | P:-   B:-   L:-   M:-  
2026-09-10 08:29:56 | NOT_FOUND  | TMDB_NO_MA | RaiNews24                                | RaiNews24                                | P:-   B:-   L:-   M:-  
2026-09-10 08:29:58 | NOT_FOUND  | TMDB_NO_MA | Porta a Porta                            | Porta a Porta                            | P:-   B:-   L:-   M:-  
2026-09-10 08:30:02 | NOT_FOUND  | TMDB_NO_MA | Fast Forward IV ep.1                     | Fast Forward IV                          | P:-   B:-   L:-   M:-  
2026-09-10 08:30:02 | NOT_FOUND  | TMDB_NO_MA | Senza Traccia II ep.3                    | Senza Traccia II                         | P:-   B:-   L:-   M:-  
2026-09-10 08:30:02 | NOT_FOUND  | TMDB_NO_MA | Stranger Tape in Town pt.3               | Stranger Tape in Town                    | P:-   B:-   L:-   M:-  
2026-09-10 08:30:31 | NOT_FOUND  | TMDB_NO_MA | Omnibus ST.27                            | Omnibus ST.27                            | P:-   B:-   L:-   M:-  
2026-09-10 08:30:31 | NOT_FOUND  | TMDB_NO_MA | TG La7 Edizione Delle 7.30               | TG La7 Edizione Delle 7.30               | P:-   B:-   L:-   M:-  
2026-09-10 08:30:35 | NOT_FOUND  | TMDB_NO_MA | The Hollywood Collection                 | The Hollywood Collection                 | P:-   B:-   L:-   M:-  
2026-09-10 08:30:35 | NOT_FOUND  | TMDB_NO_MA | Josephine Ange Gardien ST.11             | Josephine Ange Gardien ST.11             | P:-   B:-   L:-   M:-  
2026-09-10 08:30:44 | NOT_FOUND  | TMDB_NO_MA | 3 auf zwei                               | 3 auf zwei                               | P:-   B:-   L:-   M:-  
2026-09-10 08:30:45 | NOT_FOUND  | TMDB_NO_MA | Les Hamsters de Hamsterdale              | Les Hamsters de Hamsterdale              | P:-   B:-   L:-   M:-  
2026-09-10 08:30:45 | NOT_FOUND  | TMDB_NO_MA | Bienvenue chez les Mouche                | Bienvenue chez les Mouche                | P:-   B:-   L:-   M:-  
2026-09-10 08:30:46 | NOT_FOUND  | TMDB_NO_MA | Tagesschau vor 20 Jahren                 | Tagesschau vor 20 Jahren                 | P:-   B:-   L:-   M:-  
2026-09-10 08:30:46 | NOT_FOUND  | TMDB_NO_MA | Forum                                    | Forum                                    | P:-   B:-   L:-   M:-  
2026-09-10 08:30:50 | NOT_FOUND  | ELCIN_NO_M | SRF bi de Lüt                            | SRF bi de Lüt                            | P:-   B:-   L:-   M:-  
2026-09-10 08:30:56 | NOT_FOUND  | TMDB_NO_MA | Mezz'ora per voi                         | Mezz'ora per voi                         | P:-   B:-   L:-   M:-  
2026-09-10 08:30:56 | NOT_FOUND  | TMDB_NO_MA | L'uomo di casa - Team Baxter             | L'uomo di casa - Team Baxter             | P:-   B:-   L:-   M:-  
2026-09-10 08:30:56 | NOT_FOUND  | TMDB_NO_MA | L'uomo di casa - Segreti di famiglia     | L'uomo di casa - Segreti di famiglia     | P:-   B:-   L:-   M:-  
2026-09-10 08:30:56 | NOT_FOUND  | TMDB_NO_MA | Guardia Costiera - I due rivali          | Guardia Costiera - I due rivali          | P:-   B:-   L:-   M:-  
2026-09-10 08:30:57 | NOT_FOUND  | TMDB_NO_MA | Setteventi in TV                         | Setteventi in TV                         | P:-   B:-   L:-   M:-  
2026-09-10 08:30:57 | NOT_FOUND  | TMDB_NO_MA | Casa Svizzera                            | Casa Svizzera                            | P:-   B:-   L:-   M:-  
2026-09-10 08:30:57 | NOT_FOUND  | TMDB_NO_MA | Radiogiornale                            | Radiogiornale                            | P:-   B:-   L:-   M:-  
2026-09-10 08:30:57 | NOT_FOUND  | TMDB_NO_MA | Modem                                    | Modem                                    | P:-   B:-   L:-   M:-  
2026-09-10 08:30:57 | NOT_FOUND  | TMDB_NO_MA | Millevoci in TV                          | Millevoci in TV                          | P:-   B:-   L:-   M:-  
2026-09-10 08:31:17 | NOT_FOUND  | TMDB_NO_MA | Kryminalna siódemka                      | Kryminalna siódemka                      | P:-   B:-   L:-   M:-  
2026-09-10 08:31:29 | NOT_FOUND  | TMDB_NO_MA | Tomek i przyjaciele: Naprzód lokomotywy! | Tomek i przyjaciele: Naprzód lokomotywy! | P:-   B:-   L:-   M:-  
2026-09-10 08:31:30 | NOT_FOUND  | TMDB_NO_MA | Kobra - oddział specjalny: odc.6         | Kobra - oddział specjalny                | P:-   B:-   L:-   M:-  
2026-09-10 08:31:44 | NOT_FOUND  | TMDB_NO_MA | Wszystko, co chcielibyście wiedzieć: Czy | Wszystko, co chcielibyście wiedzieć: Czy | P:-   B:-   L:-   M:-  
2026-09-10 08:31:48 | NOT_FOUND  | TMDB_NO_MA | Malanowski i partnerzy: odc.430          | Malanowski i partnerzy                   | P:-   B:-   L:-   M:-  
2026-09-10 08:31:53 | NOT_FOUND  | TMDB_NO_MA | Nadzieja                                 | Nadzieja                                 | P:-   B:-   L:-   M:-  
2026-09-10 08:31:53 | NOT_FOUND  | TMDB_NO_MA | Fuks                                     | Fuks                                     | P:-   B:-   L:-   M:-  
2026-09-10 08:31:53 | NOT_FOUND  | TMDB_NO_MA | Prawda czy fałsz. Psychologia trumpizmu  | Prawda czy fałsz. Psychologia trumpizmu  | P:-   B:-   L:-   M:-  
2026-09-10 08:31:53 | NOT_FOUND  | TMDB_NO_MA | Saga Zmierzch: Przed świtem. Część I     | Saga Zmierzch: Przed świtem. Część I     | P:-   B:-   L:-   M:-  
2026-09-10 08:32:03 | NOT_FOUND  | TMDB_NO_MA | Tregimtarja                              | Tregimtarja                              | P:-   B:-   L:-   M:-  
2026-09-10 08:32:03 | NOT_FOUND  | TMDB_NO_MA | Ndarja                                   | Ndarja                                   | P:-   B:-   L:-   M:-  
2026-09-10 08:32:03 | NOT_FOUND  | TMDB_NO_MA | Ikje nga biblioteka e z.Limonçelo        | Ikje nga biblioteka e z.Limonçelo        | P:-   B:-   L:-   M:-  
2026-09-10 08:32:03 | NOT_FOUND  | TMDB_NO_MA | Një zgjim i lavdishëm                    | Një zgjim i lavdishëm                    | P:-   B:-   L:-   M:-  
2026-09-10 08:32:03 | NOT_FOUND  | TMDB_NO_MA | Agjenti 007: Bota nuk mjafton            | Agjenti 007: Bota nuk mjafton            | P:-   B:-   L:-   M:-  
2026-09-10 08:32:10 | NOT_FOUND  | TMDB_NO_MA | Të Bukura dhe Vdekjeprurëse              | Të Bukura dhe Vdekjeprurëse              | P:-   B:-   L:-   M:-  
2026-09-10 08:32:10 | NOT_FOUND  | TMDB_NO_MA | Mbi trupin tënd                          | Mbi trupin tënd                          | P:-   B:-   L:-   M:-  
2026-09-10 08:32:10 | NOT_FOUND  | TMDB_NO_MA | Ti, Unë dhe Toskana                      | Ti, Unë dhe Toskana                      | P:-   B:-   L:-   M:-  
2026-09-10 08:32:10 | NOT_FOUND  | TMDB_NO_MA | Majk, Nik, Nik dhe Elis                  | Majk, Nik, Nik dhe Elis                  | P:-   B:-   L:-   M:-  
2026-09-10 08:32:17 | NOT_FOUND  | TMDB_NO_MA | Mbreti Majmun 2                          | Mbreti Majmun 2                          | P:-   B:-   L:-   M:-  
2026-09-10 08:32:17 | NOT_FOUND  | TMDB_NO_MA | Intuita                                  | Intuita                                  | P:-   B:-   L:-   M:-  
2026-09-10 08:32:17 | NOT_FOUND  | TMDB_NO_MA | Merr dhe lër                             | Merr dhe lër                             | P:-   B:-   L:-   M:-  
2026-09-10 08:32:17 | NOT_FOUND  | TMDB_NO_MA | Shigjeta e thyer                         | Shigjeta e thyer                         | P:-   B:-   L:-   M:-  
2026-09-10 08:32:17 | NOT_FOUND  | TMDB_NO_MA | Dublantja e nuses                        | Dublantja e nuses                        | P:-   B:-   L:-   M:-  
2026-09-10 08:32:20 | NOT_FOUND  | TMDB_NO_MA | Dy metra larg teje                       | Dy metra larg teje                       | P:-   B:-   L:-   M:-  
2026-09-10 08:32:20 | NOT_FOUND  | TMDB_NO_MA | Mufasa: Mbreti Luan                      | Mufasa: Mbreti Luan                      | P:-   B:-   L:-   M:-  
2026-09-10 08:32:20 | NOT_FOUND  | TMDB_NO_MA | Sirena e Vogël                           | Sirena e Vogël                           | P:-   B:-   L:-   M:-  
2026-09-10 08:32:20 | NOT_FOUND  | TMDB_NO_MA | Enola Holms                              | Enola Holms                              | P:-   B:-   L:-   M:-  
2026-09-10 08:32:20 | NOT_FOUND  | TMDB_NO_MA | Një polic në Beverly Hills: Aksel F      | Një polic në Beverly Hills: Aksel F      | P:-   B:-   L:-   M:-  
2026-09-10 08:32:24 | NOT_FOUND  | TMDB_NO_MA | Shumë vështirë për të vrarë              | Shumë vështirë për të vrarë              | P:-   B:-   L:-   M:-  
2026-09-10 08:32:24 | NOT_FOUND  | TMDB_NO_MA | Përmes perëndimit - pjesa e katërt       | Përmes perëndimit - pjesa e katërt       | P:-   B:-   L:-   M:-  
2026-09-10 08:32:24 | NOT_FOUND  | TMDB_NO_MA | Zemërdragoi                              | Zemërdragoi                              | P:-   B:-   L:-   M:-  
2026-09-10 08:32:24 | NOT_FOUND  | TMDB_NO_MA | Tri mbretëritë                           | Tri mbretëritë                           | P:-   B:-   L:-   M:-  
2026-09-10 08:32:24 | NOT_FOUND  | TMDB_NO_MA | Renegatët e Beitaunit                    | Renegatët e Beitaunit                    | P:-   B:-   L:-   M:-  
2026-09-10 08:32:26 | NOT_FOUND  | TMDB_NO_MA | Toka e premtuar                          | Toka e premtuar                          | P:-   B:-   L:-   M:-  
2026-09-10 08:32:26 | NOT_FOUND  | TMDB_NO_MA | Katër martesa dhe një funeral            | Katër martesa dhe një funeral            | P:-   B:-   L:-   M:-  
2026-09-10 08:32:26 | NOT_FOUND  | TMDB_NO_MA | Diell dhe portokalle                     | Diell dhe portokalle                     | P:-   B:-   L:-   M:-  
2026-09-10 08:32:26 | NOT_FOUND  | TMDB_NO_MA | Zhizhi                                   | Zhizhi                                   | P:-   B:-   L:-   M:-  
2026-09-10 08:32:26 | NOT_FOUND  | TMDB_NO_MA | Zhelani milioner                         | Zhelani milioner                         | P:-   B:-   L:-   M:-  
2026-09-10 08:32:29 | NOT_FOUND  | TMDB_NO_MA | Një dasmë paranormale                    | Një dasmë paranormale                    | P:-   B:-   L:-   M:-  
2026-09-10 08:32:29 | NOT_FOUND  | TMDB_NO_MA | E paplotësuar                            | E paplotësuar                            | P:-   B:-   L:-   M:-  
2026-09-10 08:32:29 | NOT_FOUND  | TMDB_NO_MA | Këshilltarja e dashurisë                 | Këshilltarja e dashurisë                 | P:-   B:-   L:-   M:-  
2026-09-10 08:32:29 | NOT_FOUND  | TMDB_NO_MA | Një fundjavë pa internet                 | Një fundjavë pa internet                 | P:-   B:-   L:-   M:-  
2026-09-10 08:32:29 | NOT_FOUND  | TMDB_NO_MA | Klubi i grave të para                    | Klubi i grave të para                    | P:-   B:-   L:-   M:-  
2026-09-10 08:32:31 | NOT_FOUND  | TMDB_NO_MA | Robër të dimrit                          | Robër të dimrit                          | P:-   B:-   L:-   M:-  
2026-09-10 08:32:32 | NOT_FOUND  | TMDB_NO_MA | Mendje vdekjeprurëse                     | Mendje vdekjeprurëse                     | P:-   B:-   L:-   M:-  
2026-09-10 08:32:32 | NOT_FOUND  | TMDB_NO_MA | Sakrifica                                | Sakrifica                                | P:-   B:-   L:-   M:-  
2026-09-10 08:32:32 | NOT_FOUND  | TMDB_NO_MA | I humbur                                 | I humbur                                 | P:-   B:-   L:-   M:-  
2026-09-10 08:32:32 | NOT_FOUND  | TMDB_NO_MA | Xhesi Stoun 4 - Terren i rrezikshëm      | Xhesi Stoun                              | P:-   B:-   L:-   M:-  
